point,worker,worker_local_index,Mh,MH,MA,MHc,tanb,sinbma,mu212,alpha_mix,beta_mix,lam1,lam2,lam3,lam4,lam5,m11sq,m22sq,BFB_allowed,perturbative_allowed,unitarity_allowed,max_abs_unitarity_eigenvalue,scan_row,point_id,S,T,U,chi2_STU,STU_allowed,HB_allowed,HS_chi2,HS_allowed,combined_allowed,status,mapped_decay_count,unmapped_decay_count,error,lambda_source,lambda_max_diff,n_phases,n_raw_transitions,n_paths,path_index,PT_type,path_quality,phase_sequence,n_steps,step,transition_id,transition_key,subcritical,path_transition_T,Tc,gamma_Tc,vfalse_Tc,vtrue_Tc,delta_phi_Tc,vtrue_over_Tc,delta_phi_over_Tc,false_h1_Tc,false_h2_Tc,true_h1_Tc,true_h2_Tc,Tn,S3_over_Tn,nucleation_residual,alpha,beta_over_H,vfalse_Tn,vtrue_Tn,delta_phi_Tn,vtrue_over_Tn,delta_phi_over_Tn,false_h1_Tn,false_h2_Tn,true_h1_Tn,true_h2_Tn,wrapper_status
267921,1,17921,92.9856002838,125,392.595303975,389.051600563,5.79155866409,0.458299550034,1030.75508598,0.923736032453,1.3998170828858205,2.9754544612,0.219706270125,5.23158116918,-2.35381666219,-2.44536021439,-9341.65438859618,-6656.2146736237,1,1,1,13.894846375645528,267921,267921,-0.0171891,-0.0152737,-0.000174372,1.7015782811116713,True,True,166.79223160223094,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.6098608025,81.6098608025,2.6402883222,4.84908763524e-06,215.473567302,215.473562453,2.64028838161,2.6402883222,1.07406963811e-06,4.72863884291e-06,45.0037457966,210.721430021,45.1242408074,140.330080486,0.33008048586,0.298472546678,50.5510560527,7.08244772219e-06,242.169326793,242.169330307,5.36672357164,5.36672364951,5.44077084942e-06,-4.53421198244e-06,42.3097912697,238.444677865,OK
269050,1,19050,98.0655189756,125,546.462112732,121.055992372,4.62129765708,0.166505551279,1269.14954189,1.19040781765,1.3576924982958152,1.69196865174,0.251208565185,0.548441521573,4.55171330613,-4.8331200392,-4143.381067989569,-7347.85802876863,1,1,1,24.151228251419408,269050,269050,0.0575245,0.0229061,7.8851e-05,5.107149631734777,True,True,170.56153157495518,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.6282485734,83.6282485734,2.62963275228,2.2601022708e-05,219.911603498,219.911581464,2.62963301575,2.62963275228,-9.91983870446e-06,-2.03077085739e-05,-50.1229675812,-214.123332391,49.7107738882,139.884310231,-0.115689768777,0.214469288657,246.244504241,2.50683098637e-05,242.151349523,242.151330403,4.87120458169,4.87120419705,-1.99250865144e-05,-1.52122019056e-05,-51.771611521,-236.552269735,OK
272314,1,22314,66.9504331578,125,413.219495585,410.726426713,2.10661858576,-0.196610966107,365.876432272,1.32549759563,1.1275973797410601,0.392564729134,0.299554454601,5.67161998696,-2.73807922024,-2.80596718146,-4563.860222728814,-7933.279203068951,1,1,1,9.644470436170979,272314,272314,-0.0176494,-0.0115597,-0.000118966,1.35751574638036,True,True,180.5945879383821,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.2139812848,80.2139812848,2.79557782273,1.72680792764e-05,224.244442487,224.244427152,2.7955780139,2.79557782273,1.38811956492e-05,1.02712691156e-05,98.7603549525,201.325513227,44.4588882249,140.044047381,0.044047380866,0.321234766184,198.148271606,1.92429418281e-05,243.194007228,243.193988151,5.47008746592,5.47008703683,5.85221982605e-06,1.83314574791e-05,103.711588161,219.970979069,OK
272365,1,22365,78.5844035192,125,428.169933095,422.388816662,3.43643195798,-0.418456957186,1261.95651699,1.71936289384,1.2876171836465478,0.433047850237,0.269767310574,5.73343526012,-2.78920082043,-2.95170922037,3522.182354071349,-7140.480038124813,1,1,1,9.735348107305116,272365,272365,-0.0174625,-0.0277826,-0.000269175,3.024121219352988,True,True,174.79274004505717,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,78.7549821871,78.7549821871,2.80319183765,2.40764649974e-05,220.765299939,220.765323241,2.80319154177,2.80319183765,-1.17297738725e-05,-2.10259023985e-05,55.5818833808,213.65386001,51.9125729759,139.979396163,-0.0206038372396,0.151809862476,291.585258432,8.22821135942e-06,240.397917323,240.397915638,4.63082262238,4.63082258992,8.20877510995e-06,-5.65219753302e-07,65.2768304774,231.365714953,OK
273285,1,23285,97.7806111909,125,407.523796766,411.086758435,2.55835277051,-0.0329348152104,1390.85562086,1.2311204584,1.1981796862018932,0.832355883908,0.2744651912,5.61010059688,-2.77293689057,-2.67654327466,-3995.5795786629687,-7304.569223411303,1,1,1,10.148845678829133,273285,273285,-0.0183237,0.0165706,0.000171155,0.27678172336317997,True,True,173.68974842447875,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.0101108713,85.0101108713,2.57080526884,1.96539449685e-05,218.544424691,218.544440933,2.57080507778,2.57080526884,3.97393582928e-06,-1.92479969568e-05,84.0030473796,201.755182324,57.6293668703,140.001935844,0.00193584416229,0.122770161073,254.899405846,1.44536873489e-05,239.528090537,239.528080663,4.15635471192,4.15635454059,1.3443854945e-05,5.30771534631e-06,87.9586465578,222.793587547,OK
276246,1,26246,56.4318687506,125,542.106777818,116.749769883,2.34840503561,0.395698255853,2889.27808918,0.76140251694,1.1682305556597898,0.314143167102,0.153747364705,0.602847852274,4.53820892488,-4.72377963315,-5361.785834453446,-4645.69847878924,1,1,1,23.850604601490403,276246,276246,0.0589639,0.0478127,0.000900883,3.5121493600086198,True,True,181.05460818584902,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,78.9504890345,78.9504890345,2.52123824953,1.70265405988e-05,199.05300965,199.052992773,2.5212384633,2.52123824953,-9.37365084382e-06,-1.42139985444e-05,-130.615659062,-150.205360285,51.3819783163,139.905528721,-0.0944712786587,0.144641906046,240.926459357,8.01011239674e-06,239.150742035,239.150739702,4.65437007044,4.65437002504,-7.93363880767e-06,1.10420825838e-06,-100.520803811,-216.999182987,OK
281263,1,31263,92.8775632702,125,403.149730013,395.704404824,5.02400553233,0.276354306765,654.028928567,1.09432120983,1.3743198136583834,2.95406689734,0.240896926273,5.3646370187,-2.43271566949,-2.62928281909,-8928.746435200748,-7230.072494509811,1,1,1,14.033429782527955,281263,281263,-0.0168608,-0.0327945,-0.000358688,3.7513001478582866,True,True,167.40976197915225,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.8324056056,82.8324056056,2.61402612524,1.90719669052e-05,216.5260566,216.52607227,2.61402593606,2.61402612524,-7.11220382123e-06,1.76962278025e-05,-48.1736253402,-211.099111813,41.7500514089,140.168519406,0.168519406279,0.434059248657,121.522230212,1.13031704939e-05,243.108775599,243.108769288,5.8229575149,5.82295736375,-1.04405950633e-05,-4.330777983e-06,-48.0957207047,-238.303752432,OK
283534,1,33534,49.2274439062,125,543.430154164,105.887859732,3.13890265389,0.168194618781,569.57312602,1.09338167492,1.262379584044341,0.613817520848,0.230366917381,0.645830353927,4.54195825078,-4.84742946872,-9273.170366067108,-7095.65089809009,1,1,1,24.272035261640575,283534,283534,0.0639685,0.112305,0.00330873,7.410362958499778,True,True,181.15330706466239,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,78.2823278607,78.2823278607,2.78998944462,2.31041820166e-05,218.406846589,218.406868432,2.7899891656,2.78998944462,-1.65906996056e-05,-1.60795495351e-05,98.7193248562,194.823113457,43.9375269811,140.023411417,0.0234114169748,0.322591678546,297.646663639,2.40671431761e-05,243.378053331,243.378066519,5.53918415653,5.53918445669,1.49882418614e-05,-1.88302943834e-05,76.2275332647,231.132516136,OK
286544,1,36544,85.9168398652,125,538.092263898,109.770855478,4.65037864911,0.279603904194,1490.24467657,1.07560398151,1.358985515732494,0.864784206252,0.232412778817,0.555524582834,4.50615806894,-4.66476015946,-5705.554793456398,-6931.889679241105,1,1,1,23.5621211991104,286544,286544,0.0617002,0.0883649,0.00238227,4.62566908563256,True,True,170.06942640361856,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.8712843775,82.8712843775,2.64780080206,1.57307543695e-05,219.426638048,219.426653242,2.64780061871,2.64780080206,-6.94954378918e-08,1.573060086e-05,-55.8858652632,-212.19052653,52.5988924966,139.998527028,-0.00147297217066,0.166032966209,291.65717665,9.37217687371e-06,241.377157786,241.377161519,4.58901597219,4.58901604315,-7.58455557724e-06,5.50565309912e-06,-52.2750880261,-235.648567729,OK
288280,1,38280,55.6553555396,125,409.000168621,398.49991848,5.3577768023,0.131530965336,501.709036891,1.2543616679,1.3862748728517074,0.796468121742,0.244845628822,5.54173142219,-2.4380584608,-2.71828031629,-9391.882950162024,-7458.057537673117,1,1,1,10.246880731799205,288280,288280,-0.0165689,-0.0466455,-0.000500547,6.013446660057387,True,True,167.2261563741386,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.3166437432,79.3166437432,2.79467765858,9.44108063749e-06,221.664443655,221.664452223,2.79467755056,2.79467765858,-6.15963506706e-06,-7.15492134437e-06,60.7036850552,213.190497447,38.5539090321,139.979167131,-0.0208328685417,0.586342732974,31.1301186173,1.82268637448e-05,244.219081781,244.219063997,6.33448301126,6.33448254999,-5.89989243805e-07,1.82173124984e-05,45.7717422344,239.891449449,OK
288929,1,38929,92.7776549113,125,386.497810898,397.162212415,2.85745764872,0.275766767721,408.288580614,0.954768547634,1.2341558576830165,1.4817361012,0.24371415663,5.36685024699,-2.72300772562,-2.44680754248,-9036.593408728604,-7077.308725795519,1,1,1,10.811299481849787,288929,288929,-0.018947,0.047476,0.00052922,1.7834297765745006,True,True,172.80823232054107,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.9389229294,82.9389229294,2.63712320382,1.7599575367e-05,218.72014092,218.720158157,2.63712299599,2.63712320382,-9.65150769238e-06,-1.47171142675e-05,80.5487562882,203.347972462,50.6750795115,139.708530535,-0.291469464538,0.205150077044,87.7726323337,1.03852324375e-05,241.573861259,241.573858523,4.76711361064,4.76711355663,1.03559862622e-05,-7.78846145654e-07,80.9558417831,227.605101272,OK
291557,1,41557,103.933125784,125,539.858734125,111.644815833,3.14040240401,0.365124528806,1903.31872577,0.888751151811,1.26251771542997,1.21003354864,0.238465009438,0.438051480463,4.51288228729,-4.70725413642,-4087.9878284127235,-6623.925536921437,1,1,1,23.585578464283557,291557,291557,0.0610083,0.0775587,0.00196601,3.8842886632208065,True,True,174.68970958452672,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.3356517735,84.3356517735,2.59230893282,1.99570901119e-05,218.624057544,218.624063447,2.59230886282,2.59230893282,1.60501792364e-05,-1.18607416385e-05,72.1100824112,206.389472967,56.0580151383,139.917322761,-0.0826772387458,0.129208761866,275.713642972,1.2321019674e-05,240.206930031,240.206935646,4.28497030153,4.2849704017,8.70267393753e-06,-8.72186861542e-06,74.035839258,228.512721178,OK
293751,1,43751,70.2407683664,125,410.751813854,424.566934763,4.66291018056,0.437798411936,1809.81787915,0.906389469089,1.3595379476482938,0.2102320754,0.193106750337,6.2297562906,-3.02349730391,-2.64210958794,-8160.146032404444,-5948.546104336875,1,1,1,10.041058481470127,293751,293751,-0.019617,0.0672359,0.000666117,4.229537011678528,True,True,167.4041122075157,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,3,2,1,0,1_STEP,CLEAN,0->2,1,1,1,0,0,107.774055583,107.774055583,2.04609346221,2.88754504208e-06,220.515787857,220.515790524,2.04609343746,2.04609346221,2.80141703084e-06,-6.99984992213e-07,-218.084729225,-32.6536915663,72.2888953009,140.069808534,0.0698085335511,0.0524029437579,290.106599581,4.53696051116e-06,241.046949325,241.046945106,3.33449485321,3.33449479484,-4.42517231606e-06,1.00092989413e-06,-238.196953368,-36.9573157199,OK
294068,1,44068,66.154172777,125,395.534482685,383.120212893,7.37211648882,0.174454446501,122.408146616,1.26062127335,1.4359729645755295,4.13575840759,0.245031999302,5.24142389032,-2.25057268721,-2.57003958738,-13861.417991224724,-7493.670181127428,1,1,1,16.662285410574306,294068,294068,-0.0160677,-0.0522456,-0.000601376,7.144763273420824,True,True,166.7546193477502,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.5567447484,82.5567447484,2.61217183749,1.62789781735e-05,215.652418591,215.652403627,2.61217201875,2.61217183749,9.05708822118e-06,1.35267987094e-05,39.7436582289,211.958503662,43.2568536568,140.201097899,0.201097899021,0.373676583379,162.341330814,1.06570350206e-05,242.483497254,242.483507485,5.60566654194,5.60566677847,1.50670879798e-06,-1.05499869207e-05,34.2468602856,240.052908754,OK
294151,1,44151,90.0557485834,125,406.945190288,411.222204383,4.28328293001,-0.0454329135013,282.612535527,1.38688734512,1.3414387870253164,2.2860734602,0.266740415219,5.66847715457,-2.83109467004,-2.71544547049,-5863.776186624053,-7778.578201886434,1,1,1,12.858311940135888,294151,294151,-0.0184049,0.0199046,0.000205773,0.30364350585907685,True,True,168.16884728823908,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.871564413,82.871564413,2.63672052317,5.34042442625e-06,218.509149389,218.509154674,2.63672045938,2.63672052317,-1.94608331918e-06,-4.97321754675e-06,49.732073385,212.774456276,44.7613801394,139.94614106,-0.053858940471,0.330730103372,167.708647718,7.61627476658e-06,242.64358461,242.643592191,5.42082446641,5.42082463576,-2.44059844094e-06,-7.21464625398e-06,55.0963587597,236.305523431,OK
294767,1,44767,97.0173304166,125,540.159850228,121.765722141,3.70950132187,0.2027138558,1335.9583264,1.10334932209,1.3074778473530664,1.39469335831,0.248216159648,0.566498068209,4.41924062714,-4.7335709503,-5016.4664782130585,-7158.480096479359,1,1,1,23.605692173397365,294767,294767,0.0566801,0.0185673,-5.20466e-05,5.485410401972819,True,True,172.83094053474588,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.6747951139,84.6747951139,2.58447815856,8.79899152777e-06,218.840166204,218.840158552,2.58447824892,2.58447815856,6.33850508027e-06,6.10291776555e-06,62.1536079608,209.828375968,54.8228651356,139.971650048,-0.0283499517064,0.145866773044,207.489714474,2.34220596868e-05,240.718668879,240.71869215,4.39084437276,4.39084479723,-3.58554131837e-06,-2.31459882793e-05,63.6176069719,232.160025909,OK
296118,1,46118,98.8525038012,125,378.12516881,391.389541639,6.3038211423,0.484972138515,1104.83706497,0.907141998602,1.4134733071757928,3.38484659158,0.224099571266,5.24797865412,-2.58201043381,-2.24467386112,-7983.9883175577115,-6752.005294285891,1,1,1,14.63886118574605,296118,296118,-0.0191767,0.057943,0.000666757,2.9344602030624403,True,True,166.51487557948332,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.8689044879,85.8689044879,2.44271963485,2.73120869252e-05,209.753678845,209.753659015,2.44271986578,2.44271963485,2.22346271805e-05,1.58610039516e-05,40.2158001992,205.86232099,59.3287564252,140.024987199,0.0249871985724,0.101709459168,208.099071942,2.32188200221e-05,236.837700487,236.837722415,3.99195457242,3.99195494202,3.90650959209e-06,-2.28878305225e-05,39.1261393151,233.583478856,OK
297832,1,47832,60.0973203598,125,377.538087684,372.894123624,3.46785215616,0.0599620124677,1410.50464042,1.230051638,1.2900496403962447,0.0133327285826,0.248371843926,4.74279564953,-2.15260242595,-2.26777792395,-4146.25485847094,-7280.493025861821,1,1,1,7.734016075508261,297832,297832,-0.0167698,-0.0188752,-0.000233115,2.0772853264810083,True,True,169.34919340720222,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->2,1,1,0,0,0,131.37632279,131.37632279,2.32046678995,1.74390831139e-05,304.854396499,304.854394021,2.32046680882,2.32046678995,4.11140646359e-06,-1.69475059152e-05,303.468005959,29.040875052,87.8930454214,140.003336746,0.00333674622343,0.0590491179927,295.011468904,3.88428129451e-05,334.288149794,334.288131692,3.80335154154,3.80335133559,1.4730396738e-05,3.59413345527e-05,332.754785201,31.9815574702,OK
298678,1,48678,79.2367071308,125,542.231575628,123.724768803,7.11081633659,0.118274256064,758.679482228,1.31252997705,1.4310817360330248,1.27240530117,0.251230490406,0.691557771951,4.44346898272,-4.76755828915,-6255.054601662737,-7563.247834395776,1,1,1,23.881170604856038,298678,298678,0.0560589,0.00732854,-0.000399789,6.896889171363902,True,True,168.60455785622165,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.644715119,82.644715119,2.67814179668,2.22433627013e-05,221.334249292,221.334265835,2.67814159651,2.67814179668,-1.73953996299e-05,-1.38624404769e-05,36.5268882242,218.299419024,45.987491246,139.527360256,-0.472639743557,0.297522387542,95.2185124584,1.20837549431e-05,243.21595963,243.215951082,5.28874163473,5.28874144887,-7.24495313355e-06,9.67097655967e-06,34.4529406943,240.763364938,OK
300583,1,50583,78.3708232038,125,409.258688275,421.887429573,7.64950300293,-0.0382688592382,548.894189036,1.47908423795,1.440806031722639,1.98929538784,0.260065860942,5.9229976443,-3.04406783745,-2.69717348545,-2219.7869232285975,-7757.503889660896,1,1,1,12.55020420053489,300583,300583,-0.0194582,0.0609356,0.000609687,3.3253933716956485,True,True,166.42694754652518,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.6475283759,83.6475283759,2.59714940655,1.89093351851e-05,217.24511169,217.245128681,2.59714920343,2.59714940655,-1.03967992473e-05,-1.57946042228e-05,27.686225905,215.47369085,56.0538846779,139.999956439,-4.35606169447e-05,0.130999666023,264.68127171,1.18504197264e-05,239.038796895,239.038808742,4.26444658152,4.26444679285,-1.2097351396e-06,-1.17885108722e-05,30.7290559833,237.055418709,OK
300753,1,50753,65.6523703806,125,413.103993191,406.716571572,4.34275822999,-0.0622363167183,598.893395658,1.40674960057,1.3444730363943993,0.660002238449,0.264235895354,5.5594345306,-2.60167682174,-2.77473980008,-3663.639771313841,-7733.599808279313,1,1,1,9.92421310194015,300753,300753,-0.0171602,-0.0291981,-0.00030374,3.2340510663366433,True,True,167.99846451954616,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.1674215868,85.1674215868,2.57097742012,9.00810756808e-06,218.963508851,218.963517829,2.57097731469,2.57097742012,-1.42571832206e-06,-8.8945673995e-06,51.9664526663,212.707559822,58.4680932159,139.983366493,-0.0166335071517,0.116021522149,280.989743522,9.00810756808e-06,239.352764421,239.352773408,4.09373303038,4.09373318409,-1.42571832206e-06,-8.8945673995e-06,53.9126410382,233.202000361,OK
300767,1,50767,67.9844176672,125,544.230685791,111.644856892,2.10072153544,0.115776612671,1385.80538607,1.01047361559,1.126510450241392,0.431006017905,0.240340142573,0.56385427305,4.54142314598,-4.83535209647,-6156.625189034474,-6777.90791386291,1,1,1,24.152756854438188,300767,300767,0.0613909,0.0781165,0.00197117,3.9246471455079854,True,True,187.33485455549578,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.2075941747,83.2075941747,2.64147031856,2.13770441666e-05,219.790410593,219.790390291,2.64147056255,2.64147031856,1.61364819098e-05,1.40211258062e-05,112.412738151,188.868210374,47.9630596352,139.833440325,-0.166559674774,0.249604396634,188.651173971,1.03218094912e-05,242.873104147,242.873102479,5.06375335506,5.0637533203,-8.4399657367e-06,5.94194661169e-06,105.899310892,218.569624309,OK
303628,1,53628,116.575630357,125,438.776416683,431.596280601,6.28078416139,0.0176984378541,1576.45922144,1.39520643328,1.4129057952281288,2.50684890098,0.259436348117,6.02572219105,-2.80708503063,-3.01362195998,1976.1243885979266,-7558.31716038608,1,1,1,13.989276550345604,303628,303628,-0.0174446,-0.0354724,-0.000329205,4.073167380194212,True,True,166.36466694562154,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.4162955036,80.4162955036,2.71674955392,2.62236706613e-06,218.470936126,218.470934937,2.7167495687,2.71674955392,2.49673140686e-06,8.01960916448e-07,34.6978529521,215.697957645,43.7941449819,140.203782715,0.203782715478,0.337476051501,210.625157373,1.04158052593e-05,242.20628017,242.20627036,5.5305630529,5.53056282888,4.99883165743e-06,9.13787071812e-06,38.1123325429,239.188904973,OK
305778,1,55778,91.6283980592,125,382.346146904,397.107468824,6.13694172717,0.262827425245,755.23032209,1.14331686684,1.4092683567644622,3.19659317655,0.241886855835,5.41696512324,-2.71733492109,-2.33707959214,-8553.252520436552,-7290.384320757097,1,1,1,14.405545248061152,305778,305778,-0.0194231,0.0657853,0.000739051,4.01064860046051,True,True,166.7415683404837,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,86.5649796179,86.5649796179,2.44305676639,1.63238341423e-05,211.483143738,211.483159188,2.44305658792,2.44305676639,-8.14094663785e-06,-1.41489416193e-05,40.6399932433,207.541588687,57.8379946232,139.858307626,-0.141692373776,0.119483385103,290.443583707,3.0041546101e-05,238.043458807,238.043488752,4.11569350491,4.11569402264,-7.40168419185e-06,-2.91154523108e-05,39.9444506759,234.668125533,OK
307237,1,57237,54.0632749934,125,396.062555645,413.491573524,2.87969982156,0.191239446151,2049.94231359,1.04414123901,1.2365659828261564,0.0351399694727,0.216724122834,5.83559221806,-2.9491363694,-2.48282222467,-5110.0701877285865,-6454.377504016166,1,1,1,9.104096115470275,307237,307237,-0.0199104,0.0820292,0.000858819,6.8149153541320935,True,True,171.80948517044015,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->2,1,1,0,0,0,124.054793134,124.054793134,2.28475771611,2.19630652714e-05,283.435152052,283.435145833,2.28475776624,2.28475771611,8.82784437009e-06,-2.01108279266e-05,281.168827587,35.7711589392,69.8421335664,139.985866934,-0.0141330662339,0.131141486123,69.4664266748,4.12494197731e-05,312.331076575,312.331102163,4.47195783728,4.47195820366,-2.1218995237e-05,-3.53732790783e-05,309.742129638,40.1312163016,OK
308189,1,58189,96.7629384065,125,427.411503897,434.389894157,3.25504946687,-0.366046597852,2197.58849568,1.6474906942,1.2727334868797666,0.430460240743,0.269691022425,6.07866802412,-3.08811182548,-2.88935491883,3231.911327360207,-7045.5056822493,1,1,1,10.122656733072928,308189,308189,-0.0189771,0.0349124,0.000328138,0.832818905518441,True,True,177.6667499708441,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,78.9209331169,78.9209331169,2.82733450367,1.38607318346e-05,223.135880978,223.135877263,2.82733455074,2.82733450367,-1.17115163992e-05,7.41351944893e-06,64.44787439,213.626058491,41.3112698154,140.001043729,0.00104372891735,0.405024909938,64.8170832558,9.39563527888e-06,243.525742308,243.525750532,5.89489849614,5.89489869521,-6.7468410732e-06,-6.53896764228e-06,71.1120459609,232.911708778,OK
308212,1,58212,72.7433843151,125,543.49245579,111.883510718,3.15093470694,0.349294401059,2335.7373084,0.906666439057,1.2634844068913915,0.335472459256,0.199312112681,0.567287919379,4.60125007032,-4.7472240367,-5150.68803381901,-5904.169993054648,1,1,1,24.011460170115576,308212,308212,0.0612196,0.0766085,0.00191798,3.843310053571884,True,True,172.97566106540756,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.3801528625,79.3801528625,2.73495048377,3.37827499342e-06,217.100789009,217.100787473,2.73495050312,2.73495048377,-2.13871921576e-06,2.61507591616e-06,87.1828702429,198.826305414,45.6100663291,139.900148175,-0.0998518253528,0.266185989951,133.181101952,9.85587101448e-06,242.968968639,242.968958895,5.32709088572,5.32709067209,1.61273786451e-06,9.72302782237e-06,75.3019842763,231.005478042,OK
309207,1,59207,97.3502911571,125,406.694971307,412.837182217,4.81042536791,-0.0297805227299,579.534473662,1.39561863072,1.3658337042793547,2.74288227805,0.264058107937,5.67214478502,-2.85147723474,-2.68511662485,-4581.795462434859,-7708.321007656717,1,1,1,13.78150232761884,309207,309207,-0.0186333,0.0287496,0.000296148,0.5341236700545738,True,True,167.56069769612677,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.5061199373,84.5061199373,2.5490369607,5.37658678555e-06,215.409220595,215.409223125,2.54903693076,2.5490369607,4.13167147965e-06,-3.44049069854e-06,43.7269603984,210.924359076,56.9701921915,139.960083782,-0.0399162180098,0.123317184412,222.142861524,1.9195457469e-05,238.444027817,238.444019718,4.1854172971,4.18541715493,1.86866997703e-05,4.3900841837e-06,48.4991470177,233.459604943,OK
309238,1,59238,91.0756830224,125,540.538512232,105.741412922,5.17937685922,0.293384551469,1238.8138391,1.08230445519,1.380069725251624,1.60606850816,0.236049820992,0.529229941384,4.56862410184,-4.71819712887,-6404.978138333134,-7059.372162967864,1,1,1,23.82106953167157,309238,309238,0.0637845,0.112659,0.00333975,7.4704866263428285,True,True,170.1991126780149,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.490860981,81.490860981,2.70915339088,1.86928908655e-05,220.771234458,220.771242353,2.70915329401,2.70915339088,1.4797737786e-05,-1.1421520272e-05,48.4604388488,215.386916573,43.4549216674,139.793063588,-0.20693641233,0.357233752793,98.6656405781,5.84737161521e-06,243.514165435,243.514170695,5.60383395232,5.60383407335,1.49594112786e-06,-5.65277940029e-06,46.8282967678,238.969159913,OK
309313,1,59313,106.263339293,125,421.23790749,428.911994506,2.32125870292,0.273731308905,3441.75571489,0.886752283026,1.1640226659028705,0.531304933843,0.243165977358,6.01988693508,-2.99123714374,-2.77562063492,-985.00803290578,-5921.722274627885,1,1,1,10.220559551425326,309313,309313,-0.0189918,0.0377763,0.000363792,1.0091924588743075,True,True,177.82156604011118,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.9221856764,80.9221856764,2.73384255393,9.37519692226e-06,221.228515612,221.228514759,2.73384256446,2.73384255393,-8.10077356262e-06,4.7192992084e-06,93.517680136,200.490647218,45.2193645754,140.010778597,0.0107785970046,0.301608091438,107.661068325,2.90797900557e-05,242.834575381,242.834546405,5.3701456812,5.37014504041,1.37744538397e-05,2.56105175875e-05,96.5932172415,222.7967266,OK
