point,worker,worker_local_index,Mh,MH,MA,MHc,tanb,sinbma,mu212,alpha_mix,beta_mix,lam1,lam2,lam3,lam4,lam5,m11sq,m22sq,BFB_allowed,perturbative_allowed,unitarity_allowed,max_abs_unitarity_eigenvalue,scan_row,point_id,S,T,U,chi2_STU,STU_allowed,HB_allowed,HS_chi2,HS_allowed,combined_allowed,status,mapped_decay_count,unmapped_decay_count,error,lambda_source,lambda_max_diff,n_phases,n_raw_transitions,n_paths,path_index,PT_type,path_quality,phase_sequence,n_steps,step,transition_id,transition_key,subcritical,path_transition_T,Tc,gamma_Tc,vfalse_Tc,vtrue_Tc,delta_phi_Tc,vtrue_over_Tc,delta_phi_over_Tc,false_h1_Tc,false_h2_Tc,true_h1_Tc,true_h2_Tc,Tn,S3_over_Tn,nucleation_residual,alpha,beta_over_H,vfalse_Tn,vtrue_Tn,delta_phi_Tn,vtrue_over_Tn,delta_phi_over_Tn,false_h1_Tn,false_h2_Tn,true_h1_Tn,true_h2_Tn,wrapper_status
311007,1,61007,114.254490814,125,415.654758449,424.306686843,2.56452595883,-0.16259469756,2190.73212064,1.36231591888,1.1989961414191082,0.944786922966,0.27909589699,5.86849681858,-2.98815217323,-2.7479748225,-1631.4525012069407,-7004.68713953248,1,1,1,10.641464591686947,311007,311007,-0.0190468,0.0420091,0.000413281,1.3141280606966734,True,True,173.60551600529698,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.5953670524,82.5953670524,2.66705097515,2.0481832936e-05,220.286035458,220.28605424,2.66705074776,2.66705097515,5.54180984754e-07,-2.04743342714e-05,82.3690122358,204.306836012,52.9763419545,140.000773527,0.000773526763652,0.164244191283,222.249887878,2.4403227742e-05,240.781992228,240.782016249,4.54508528419,4.54508573762,-4.7437041589e-06,-2.39377274419e-05,87.7218387682,224.233910871,OK
313194,1,63194,59.5232682622,125,546.298843534,117.693828867,7.33295997633,-0.00855173776423,503.44088525,1.44381363862,1.4352617966207977,0.0408012519786,0.258580705525,0.582986043036,4.53597590929,-4.86949005319,-3741.53241371036,-7750.448461866678,1,1,1,24.263408021194458,313194,313194,0.0589253,0.0425916,0.000717093,3.727050042746251,True,True,169.21886854951322,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.1587385784,84.1587385784,2.64464013445,1.02267479839e-05,222.569586899,222.569577709,2.64464024364,2.64464013445,-5.9335366821e-06,-8.32943676176e-06,-36.5114008012,-219.554409256,51.8534527879,139.966372739,-0.0336272612231,0.185889165741,226.197377948,2.19905436284e-05,242.34825931,242.348271522,4.67371498484,4.67371522034,1.97975168796e-05,9.57300028595e-06,-33.4199326387,-240.032887107,OK
313534,1,63534,101.668860415,125,391.742688293,410.204801982,2.80312800394,-0.0407536872175,774.484668893,1.26889085943,1.2281258827252648,1.26360332491,0.277199782176,5.59906053401,-2.98477018697,-2.49545675786,-5335.309557434772,-7570.226764678348,1,1,1,10.65676423328687,313534,313534,-0.0199954,0.0860084,0.000915602,7.622024042015879,True,True,172.09588852000024,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.5842637447,85.5842637447,2.54201049985,1.65815197749e-05,217.55610833,217.55609706,2.54201063152,2.54201049985,-7.446637466e-06,1.48153430097e-05,76.1865075382,203.779970411,57.8376070514,139.997656278,-0.00234372213345,0.122842659944,269.257702023,2.05280503368e-05,239.366392483,239.366371965,4.13859432792,4.13859397317,6.33640116667e-06,1.95256464908e-05,80.9275850807,225.270938702,OK
314017,1,64017,115.280919114,125,416.315855359,430.262472349,6.37820253471,-0.355171435187,654.778862235,1.77837582305,1.4152783700293032,6.34531936618,0.261125508901,5.99667731545,-3.18351721468,-2.79330954436,-1016.1996496141746,-7623.327086788399,1,1,1,22.594399032656536,314017,314017,-0.0196878,0.0690617,0.000667559,4.513383551367482,True,True,166.59421723654526,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.2175624035,80.2175624035,2.62306857111,6.99408173367e-06,210.416159802,210.416166792,2.62306848398,2.62306857111,-1.22037072411e-06,-6.88678986125e-06,29.1812674028,208.382854234,51.4174369722,140.001121993,0.0011219925556,0.1653622091,185.006862236,2.32609952384e-05,237.481537042,237.481513865,4.6186965167,4.61869606595,1.58002945392e-06,2.32072705505e-05,36.2537567769,234.697987966,OK
316323,1,66323,112.489891982,125,547.084341655,107.991144985,3.1634541926,0.111050224979,1386.5489254,1.15334612989,1.2646258789548683,1.59266531645,0.267153788222,0.369009128929,4.64012307989,-4.86609641541,-3926.5324099193776,-7304.053212544846,1,1,1,24.247544534927485,316323,316323,0.0633041,0.100322,0.00280771,5.818294916824229,True,True,176.5876462176814,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.3966728537,84.3966728537,2.60495368652,2.92232186898e-05,219.849400384,219.849424081,2.60495340575,2.60495368652,8.86515356196e-06,-2.78461049864e-05,68.5169467061,208.899944623,52.9737532165,140.000219832,0.000219831625827,0.16717241118,179.790492279,8.87411174864e-06,241.330470148,241.330478491,4.55566116227,4.55566131975,3.5601718775e-07,-8.86696741222e-06,73.1147251864,229.988331841,OK
318931,1,68931,66.4766237898,125,405.980162528,408.109604211,2.16692603869,0.195027892649,2076.54805211,0.942148206166,1.138434094987292,0.35712194025,0.216305311732,5.64574471837,-2.69067664107,-2.63338413388,-5422.052893827153,-6146.503440370921,1,1,1,9.463546989662646,318931,318931,-0.0181237,0.0098044,0.000102158,0.32421783363166234,True,True,179.54850325223276,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.1984881642,84.1984881642,2.53770340364,1.07486327802e-05,213.670779682,213.670789996,2.53770328114,2.53770340364,3.04294621032e-06,1.03089080413e-05,-115.732540339,-179.613978288,56.5378634419,139.995165846,-0.00483415392515,0.127194890233,262.743936058,3.5940238266e-05,239.168563979,239.168529231,4.23023703795,4.23023642336,-7.0477274272e-06,-3.52424497549e-05,-105.263393566,-214.758515478,OK
319330,1,69330,81.1500019871,125,412.97993983,421.104894018,2.33186338378,-0.0379037554883,1885.17658899,1.20358916081,1.1656763234306475,0.35684133757,0.267070201911,5.91275648325,-2.956272993,-2.73230243766,-3010.8270204874316,-7070.980102876792,1,1,1,9.806129432475826,319330,319330,-0.0189526,0.0390565,0.0003893,1.0952939292077146,True,True,175.96445837546423,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.5419548632,82.5419548632,2.68583602932,4.73083261557e-06,221.694160916,221.694156302,2.68583608522,2.68583602932,2.90871813647e-06,3.73096985235e-06,94.3889810556,200.596663082,47.3412462923,139.983306725,-0.0166932748601,0.263833464479,73.7131258296,1.76569266738e-06,242.667677683,242.667677053,5.1259249954,5.12592498208,-1.26499003636e-06,1.23185664894e-06,96.0615009308,222.844766219,OK
321644,1,71644,89.8189424847,125,434.741602601,423.095749449,7.73459389578,-0.107093338074,618.523166378,1.5495194147,1.4422203042362611,3.30356322264,0.261111109298,5.85663584834,-2.71260115434,-3.04276996358,126.91443247515417,-7741.212986347953,1,1,1,15.438553929622472,321644,321644,-0.0168506,-0.0559882,-0.000535942,7.784000171193914,True,True,165.75831987966546,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.5548355014,81.5548355014,2.64467575406,6.15637532961e-06,215.686098425,215.686096077,2.64467578286,2.64467575406,5.3800931005e-06,-2.99258340384e-06,-25.0080262965,-214.2313975,52.1602227574,139.953026601,-0.0469733985305,0.165666655607,202.693253848,4.53920655182e-06,239.222345376,239.222341011,4.58629838467,4.58629830098,-1.7830986373e-06,-4.17432094715e-06,-30.0549331371,-237.326845345,OK
325537,1,75537,61.0950159851,125,556.82030995,121.350008879,6.07595144241,-0.209520759082,148.291390094,1.61876022788,1.4076754133992082,1.79130295637,0.264311897397,0.412652044069,4.65203625209,-5.10812743745,751.2644853368654,-7727.557084635531,1,1,1,25.041106860590787,325537,325537,0.0582954,0.0215584,2.73398e-05,5.347621040044563,True,True,172.36455802499597,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.1010785632,82.1010785632,2.66317984371,7.75351350715e-06,218.649935573,218.649937576,2.66317981931,2.66317984371,-7.65160678379e-06,-1.25295065019e-06,21.616178953,217.578802123,53.5955922765,139.999997238,-2.76241377151e-06,0.145255462503,248.75215388,5.57391382653e-06,240.26019398,240.260188407,4.48283494546,4.48283484148,7.55632385398e-07,5.52245733743e-06,35.9352413262,237.557612469,OK
326115,1,76115,89.1688527092,125,419.771346056,436.293549154,5.0487285868,-0.237795215825,1317.53410424,1.61535286421,1.3752575415904782,0.575368339204,0.263582688346,6.14712899562,-3.26497626179,-2.79752705614,3530.7140993479898,-7510.106541642445,1,1,1,10.299812038412758,326115,326115,-0.0200239,0.0833596,0.000788197,7.07374809198116,True,True,167.45415645495248,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.5632023069,81.5632023069,2.70614966139,1.4512833472e-05,220.722226085,220.722232305,2.70614958514,2.70614966139,1.40375899125e-05,3.68353157117e-06,-40.8818330838,-216.903150765,53.591523917,139.996995435,-0.00300456539131,0.148790355819,279.296836763,1.82185573596e-05,240.402210568,240.402227684,4.48582523872,4.48582555808,-2.85696634148e-06,1.79931535754e-05,-45.9505184052,-235.969855499,OK
326453,1,76453,101.015131411,125,544.530648448,109.300766373,5.83889645664,0.103096927854,838.916747158,1.29789628337,1.4011767261542907,3.30509552006,0.256627476143,0.451246883973,4.5882467007,-4.81643865753,-4508.276796410832,-7592.409626012248,1,1,1,24.077056257951774,326453,326453,0.0624791,0.0920984,0.00249872,4.96003328877701,True,True,170.60090881176495,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,85.0254957899,85.0254957899,2.54467483837,2.4909103776e-05,216.362216073,216.362239757,2.54467455982,2.54467483837,1.17695765672e-05,2.19531437009e-05,-38.1294439397,-212.975947113,57.1180972211,139.99997787,-2.21296150187e-05,0.120470070735,225.17795363,1.78051929893e-05,238.909677285,238.909659722,4.18273172442,4.18273141694,-5.90097409501e-06,-1.6798910742e-05,-41.044020111,-235.357647664,OK
326493,1,76493,44.1564328795,125,447.409930625,457.963078495,36.9138319048,-0.0730462414861,48.7040022201,1.61682419189,1.5437128344759075,4.07607885472,0.257885085232,6.51797704703,-3.59385196904,-3.27808307347,12409.613016673335,-7788.191149833475,1,1,1,17.54427651158888,326493,326493,-0.0195828,0.0565325,0.000483992,2.7667608062173423,True,True,165.58652389735147,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.0947087999,79.0947087999,2.69890892195,1.6134956678e-05,213.469431336,213.469415259,2.69890912521,2.69890892195,1.48591289794e-06,1.60663900693e-05,1.61664337597,213.463309679,51.99019912,139.984845652,-0.0151543481344,0.158059133389,231.379821066,2.68332028691e-05,237.367134157,237.367108121,4.56561309967,4.56561259889,-6.06237930339e-06,2.61394019326e-05,3.9205116978,237.334755073,OK
329237,1,79237,113.070170817,125,420.085946724,413.918312218,6.80155880983,0.465994112956,1408.15562883,0.940059219281,1.4248170593490757,3.27616380114,0.243606867183,5.65587953212,-2.58443796963,-2.75443709204,-1908.8080481566394,-7211.0136231304805,1,1,1,15.121304085671623,329237,329237,-0.0172959,-0.0288587,-0.000290443,3.1768151117780024,True,True,166.18102000901376,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.8428333965,82.8428333965,2.58572012567,9.05256631058e-06,214.208379115,214.208381581,2.58572009591,2.58572012567,8.21641685654e-06,-3.79992774235e-06,33.5567812978,211.563636082,56.0943214643,139.952952164,-0.0470478360077,0.123997662362,268.185411707,8.56908993459e-06,237.833750876,237.833742325,4.23988996868,4.23988981623,1.81248059754e-06,8.37521440864e-06,35.2979917743,235.199797688,OK
332027,1,82027,118.397512421,125,422.71390913,415.974184607,2.0193656944,-0.481400981357,2051.49317329,1.61324445866,1.110992065961065,0.828865803602,0.300549354529,5.63056205748,-2.68066909447,-2.86748007713,-2798.924281401846,-6778.273355970553,1,1,1,10.311095782696711,332027,332027,-0.0172651,-0.0317364,-0.000316104,3.5618705010173377,True,True,232.77175720239478,,True,NUCLEATED,40,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.2966776226,81.2966776226,2.72640270669,3.20937733493e-06,221.647484256,221.647481915,2.72640273548,2.72640270669,-3.02023904765e-06,-1.08547638067e-06,-100.895426372,-197.3517677,45.5950744867,140.007689304,0.00768930432901,0.295627501965,175.720572572,5.61139684105e-06,242.838143858,242.838139886,5.32597318005,5.32597309293,1.7871837958e-06,-5.3191868352e-06,-107.840590154,-217.579344672,OK
332726,1,82726,39.5328776402,125,407.633447436,420.050725083,2.77075003283,0.233310123215,1634.20217999,0.98895226929,1.2244326371005996,0.183813898073,0.201489747668,6.08081824195,-3.0008993504,-2.66123433043,-7321.567750620112,-6264.257814728351,1,1,1,9.738730971231085,332726,332726,-0.0194153,0.0595711,0.000600675,3.1448730418106967,True,True,172.84368832153572,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->2,1,1,0,0,0,109.598298447,109.598298447,2.16582300753,2.88964989841e-05,237.370540845,237.370516362,2.16582323091,2.16582300753,-2.15745375923e-05,-1.92236047924e-05,-234.035470792,-39.6506251153,58.3962717329,139.917210868,-0.0827891319094,0.15324631996,111.034065799,2.45000200542e-05,261.989115041,261.98911881,4.48640139629,4.48640146084,-9.43777033776e-07,2.44818354616e-05,-257.124857238,-50.2504148276,OK
335388,1,85388,92.6964726151,125,519.677881336,105.182081242,4.53035870346,0.460576133895,401.57971604,0.87490273255,1.3535468988883015,3.43706536077,0.219155477688,0.605746489934,4.12860238626,-4.43117784161,-11759.58300075845,-6660.6710515218665,1,1,1,22.156484787296048,335388,335388,0.0621876,0.112061,0.00343879,7.4343639627436255,True,True,176.5599147228971,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,79.4442801092,79.4442801092,2.76111392607,2.19798566852e-05,219.354726959,219.354708156,2.76111416275,2.76111392607,-1.57047616172e-05,-1.5377729431e-05,-54.6015997478,-212.450374309,47.0068514593,139.136692076,-0.863307924355,0.245896590555,102.06254691,2.609162547e-05,241.968878262,241.968855267,5.14752362157,5.14752313239,-1.71230944856e-05,-1.96868624952e-05,-53.6779427139,-235.939857832,OK
336825,1,86825,57.1138541407,125,546.872347456,117.539029484,5.49251474424,-0.083087562403,380.991671678,1.47388644323,1.390702982850693,0.661886247639,0.263594613265,0.53250534944,4.52112640456,-4.90626274739,-2865.9886245956877,-7793.646958799444,1,1,1,24.29354640073236,336825,336825,0.0590412,0.0435433,0.000747818,3.6914223133090807,True,True,173.0673415124903,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,84.72952163,84.72952163,2.60685757416,1.54225976277e-05,220.877800761,220.877795216,2.6068576396,2.60685757416,1.32035131217e-05,-7.97017934763e-06,-38.5264485163,-217.491874868,55.7113647359,140.07870801,0.0787080098644,0.136001781011,235.94746071,4.31322297763e-06,240.820249657,240.820253966,4.32264136409,4.32264144143,5.61332621193e-07,4.27654044096e-06,-42.387115609,-237.060593679,OK
339469,1,89469,75.3296215863,125,540.877778854,111.826142944,5.1295057552,0.0250962022704,122.101821287,1.35316184499,1.3782606823501957,2.48771445069,0.259643619623,0.58711451896,4.43169946757,-4.82349537056,-7823.308926765518,-7761.22897990921,1,1,1,23.920999565765072,339469,339469,0.0610164,0.076619,0.00192749,3.8373817201807774,True,True,175.30648404237115,,True,NUCLEATED,42,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.8199834663,82.8199834663,2.66123292546,6.7774589426e-06,220.403266259,220.403266887,2.66123291789,2.66123292546,6.73820565537e-06,-7.2837783091e-07,-43.8676153293,-215.993592736,45.2546688841,140.022366321,0.022366320874,0.317992890895,284.519102627,1.13856854451e-05,243.051787673,243.051779746,5.37075607149,5.37075589634,6.48825507982e-06,-9.35608780812e-06,-46.9542957915,-238.473196812,OK
339779,1,89779,112.009143536,125,404.162484306,412.746089761,3.80059912168,-0.164201547097,308.746771606,1.47845992642,1.3135114093209008,2.90913828116,0.27417333206,5.62847455447,-2.91025012318,-2.67850906651,-5649.878039761911,-7755.365008348163,1,1,1,14.010183962798651,339779,339779,-0.0189046,0.0401952,0.000415975,1.1756959778878577,True,True,167.43287633154617,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,3,1,1,0,1_STEP,CLEAN,0->2,1,1,0,0,0,82.9592082203,82.9592082203,2.6170449076,1.52101655885e-05,217.107958481,217.107973411,2.61704472762,2.6170449076,-9.33982666677e-07,-1.51814628284e-05,54.4439248524,210.170703673,48.1015438776,139.989397762,-0.010602238313,0.242388740495,170.876756916,6.75285977036e-06,241.52949105,241.529493182,5.02124197229,5.0212420166,5.6560211381e-06,-3.68924653058e-06,61.3501399707,233.607909482,OK
340627,1,90627,49.8677352329,125,411.22279778,414.057183943,2.08405815128,-0.152269047019,748.416369251,1.27627572719,1.1234120399076823,0.179603415049,0.287836960274,5.78896350748,-2.83997051331,-2.76266328347,-4040.1315222362546,-7775.4411454028095,1,1,1,9.440625160446247,340627,340627,-0.0182825,0.013305,0.000135486,0.28150735069815996,True,True,181.24469760694728,,True,NUCLEATED,38,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,81.2310441086,81.2310441086,2.76542658103,2.13572013509e-05,224.638498366,224.638488583,2.76542670146,2.76542658103,-1.21336492813e-05,1.75756821962e-05,105.871757462,198.125278347,45.794788689,140.094562655,0.0945626552416,0.291834651744,173.43610718,1.35080420643e-05,242.989006946,242.98901162,5.30604057585,5.3060406779,9.4288287132e-06,-9.6728687321e-06,104.571418904,219.336444407,OK
343049,1,93049,102.524119519,125,527.733086964,122.565982535,8.29533984448,0.364223201635,810.561480036,1.07802704983,1.4508256260769319,5.6893757939,0.241124144385,0.680159043336,4.21837145119,-4.48940140231,-7944.094191865218,-7271.037701317416,1,1,1,22.585106152653637,343049,343049,0.0552487,0.0136567,-0.000197219,5.9036354619728595,True,True,167.11460987336113,,True,NUCLEATED,38,8,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,86.3202203652,86.3202203652,2.42552385112,8.73157284312e-06,209.371757562,209.37175333,2.42552390016,2.42552385112,-6.94091824298e-06,5.29754832531e-06,30.4251421113,207.149326797,60.7913026112,139.999896099,-0.000103900617177,0.0890752977864,250.609727923,5.09228159257e-05,235.591284155,235.59123475,3.87541102157,3.87541020887,-5.84622330358e-06,5.05861132614e-05,30.469839382,233.612589682,OK
346554,1,96554,103.427006549,125,390.352326817,404.397975734,3.459977329,0.273560618168,657.475418604,1.01235090507,1.2894438234800998,2.10185622851,0.251589258037,5.50123068754,-2.84611728169,-2.47719720349,-7596.441318102386,-7250.710347005077,1,1,1,12.14578176917467,346554,346554,-0.0194256,0.0641228,0.000695635,3.767493650145416,True,True,169.91863923666358,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,83.8017694849,83.8017694849,2.59500197304,1.23186649258e-05,217.465754923,217.465757157,2.59500194637,2.59500197304,1.08929599375e-05,-5.75264542228e-06,64.9815534151,207.530123789,48.8978382016,140.027613421,0.0276134213307,0.236067472354,107.885122024,7.65225540235e-06,241.814378368,241.814385908,4.94529793672,4.9452980909,-3.36951916936e-06,-6.87046965718e-06,67.7390260273,232.132759297,OK
346658,1,96658,98.4261140938,125,418.928870694,424.924744157,5.41530662186,0.0159659270413,1348.9621098,1.37222503096,1.3881916363976232,1.30977064737,0.258795804265,5.94880655539,-2.94247029781,-2.7752537106,-763.3377378303994,-7553.890210985862,1,1,1,11.445693900944207,346658,346658,-0.0187643,0.0291447,0.000284806,0.5498880261091761,True,True,166.86069558092206,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,82.8430847569,82.8430847569,2.64596574506,1.40108318086e-05,219.19997844,219.199964482,2.64596591355,2.64596574506,1.4544480289e-06,1.39351350514e-05,41.5857685292,215.219084665,53.6730217146,139.999836747,-0.0001632533519,0.155632120272,238.125916397,1.9804501444e-05,240.269282631,240.269301316,4.47653727992,4.47653762804,-9.86743018815e-06,-1.71712579309e-05,43.892955289,236.226028736,OK
346668,1,96668,110.961146152,125,415.71549518,427.537905128,2.99930111034,-0.494927997785,2113.15487315,1.76672783575,1.2489758687755859,1.00756501301,0.271656176067,5.88979165013,-3.06886461203,-2.73938852673,1067.649174410003,-6939.72415565533,1,1,1,10.699215269099552,346668,346668,-0.0194283,0.0580268,0.000565691,2.9480221071659702,True,True,179.84323049464024,,True,NUCLEATED,39,7,,CSV_VERIFIED,0,2,1,1,0,1_STEP,CLEAN,0->1,1,1,0,0,0,80.9747403567,80.9747403567,2.72332065194,8.56559367645e-06,220.520180816,220.520182699,2.72332062868,2.72332065194,-8.52322725844e-06,8.5087727139e-07,69.619868512,209.24202268,52.288803913,139.778304015,-0.221695984527,0.161953370097,249.94463496,1.24464328264e-05,240.670819095,240.670830233,4.60272182733,4.60272204033,-8.78367929541e-06,-8.81820095809e-06,75.8824846017,228.395034304,OK
